line_1,line_2,line_3,source
cold moon,in a dark corner,the cat's plate,herons_nest
toaster oven—,the small consolation,of heat,herons_nest
winter night,a mouse finds its home,under my oven,herons_nest
a cooper's hawk,covering his kill,corona moon,herons_nest
deep winter snow,the crunch,of my granola,herons_nest
pub fireplace,grandfather's name,inside my coat,herons_nest
carving air,into anima,candle smoke,herons_nest
winter drought,our grandson safe in,his amniotic sac,herons_nest
pond ice,our conversation,stays light,herons_nest
Ides of March,last remnants,of the snowman,herons_nest
plum blossom...,before the baby,has a name,herons_nest
slow melt,a warbler fills in,for the forsythia,herons_nest
spring equinox,a duck's wings,fold in perfectly,herons_nest
river mist,slowly gathering,the forest into itself,herons_nest
all day drizzle,the quiet life,of house plants,herons_nest
forgetting to attach,the attachment,forsythia,herons_nest
nest-building,an eagle returns a branch,to the cedar,herons_nest
for one week only,the laborers smoke,under cherry blossoms,herons_nest
spring morning,we bury the sparrow,between showers,herons_nest
black folks' gravestones,scattered for riprap,the river gurgles,herons_nest
waterfall—,a mountain sings,for the sea,herons_nest
birdsong,my immunity,this spring,herons_nest
her baby's lips...,the pitter-patter of rain,intensifies,herons_nest
morning birdsong,the pink throats,of white azaleas,herons_nest
country road,the butterfly passes me,again,herons_nest
Best Western,a hop along chickadee,on the deck railing,herons_nest
map lichen,thejourney,itself,herons_nest
whitewater,a rope bridge made,by someone else,herons_nest
slot canyon,we all emerge,from the same place,herons_nest
shallows...,sunlight the shape,of koi,herons_nest
beach day,the horizon starts,at my toes,herons_nest
outback rain,ochre starbursts,in the dust,herons_nest
arrowhead,the possibility,of past lives,herons_nest
dusk crossing the lake,a hoot from the boy,who can't whistle,herons_nest
ghost story,a well-timed acorn,thumps the tent,herons_nest
crescent moon,the silver curl,of her hair,herons_nest
the slight flutter,of a coneflower,swallowtail in bloom,herons_nest
if I could have,another life,fantail pigeon,herons_nest
afternoon sun,the windowsill ripe,with tomatoes,herons_nest
evening light,the old cabin creaks,as it cools,herons_nest
two out,bottom of the ninth,first star,herons_nest
daymoon,my old lover,back in town,herons_nest
morning glory,she enters and leaves,through the bedroom window,herons_nest
twilight,settling into,my own fog,herons_nest
train whistle—,the darkness before,and after,herons_nest
crack of dawn,a crow,clears its throat,herons_nest
county fair,a little girl in boots,hoses down her calf,herons_nest
art studio,a full day's work,under my nails,herons_nest
taking a breather,on the bench,autumn leaves,herons_nest
undressed,by the autumn wind,weeping willow,herons_nest
early morning,kneading sunbeams,into scones,herons_nest
unemployed,the trees stripped down,to dreys,herons_nest
snow on rain—,how easily I end up,blaming others,herons_nest
snow flurries...,a long list,of disclaimers,herons_nest
new blankets,on the neighbor's horses,Christmas snow,herons_nest
early dusk,I slide the yolk,to the other shell half,herons_nest
twilight deepens—,the wing prints of a hawk,in the snow,herons_nest
where my breath,disappears,constellations,herons_nest
nowhere,I need to be,winter stars,herons_nest
darkness...,in a raven's dream,more darkness,herons_nest
Groundhog Day...,our mailman still wearing,his safari hat,herons_nest
winter hike,patches of ice,in our conversation,herons_nest
ponderosas,the soft thud of snow,landing on snow,herons_nest
meditation album—,the silence,between each track,herons_nest
3 am,moonlight pacing,on the floorboards,herons_nest
empty sky—,his growl segues,into a yawn,herons_nest
winter dawn,the air rattles,with sparrows,herons_nest
the smell,of an icy stream—,skunk cabbage,herons_nest
slush,unable to walk back,the lie,herons_nest
lake thaw,the moon adjusts,its mirror,herons_nest
meadow mist,the muffled call,of the corncrake,herons_nest
hospice bed,forming,her chrysalis,herons_nest
controlled burn,the intensity,of this hug,herons_nest
prairie sage,the prance of a pony,in high spirits,herons_nest
take-offs and landings,the world,inside a tulip,herons_nest
garden center visit,a toddler,talks to the snapdragons,herons_nest
chardonnay,the way a bee,samples each blossom,herons_nest
stepping into it...,thefieldtowhichabird,lentitssong,herons_nest
chime shop,the dialects,of wind,herons_nest
widowed...,all those years of wanting,some solitude,herons_nest
deep in the paint,of the pawn shop guitar,our love song,herons_nest
sorrow—,the thin skin,of dusk,herons_nest
mudflats,two gulls and whatever's,left behind,herons_nest
past the scars,of severed branches,cherry blossoms,herons_nest
childless,my lack of polite words,for pollen,herons_nest
eucalyptus,I begin to shed,my own past,herons_nest
spring romance,kneading dough,with four hands,herons_nest
whispering rain,she tells me more than,I want to know,herons_nest
waiting 3 hours,to see Mona Lisa,our smiles fade,herons_nest
eulogy,a square of light,crosses the wood floor,herons_nest
relearning to walk,shells this far,from the ocean,herons_nest
home from the walk,the hook,where the muzzle hung,herons_nest
wee hours,waking when the baby cries,or doesn't,herons_nest
missing in action,during the war,my childhood,herons_nest
earthquake,the fallen faces,of church prophets,herons_nest
coming to terms,with the life I have...,honeysuckle wind,herons_nest
arboretum,the things we name,and those we don't,herons_nest
wedding photograph,the shards,fit perfectly,herons_nest
in my next life,I'd meet you first...,meadow rue,herons_nest
sprawling oak...,a limb low enough,for the kid in me,herons_nest
dandelion field,the young father,inventing games,herons_nest
morning tea,the palm reader,polishes his spectacles,herons_nest
wedged clay,for the potter's wheel,centering my core,herons_nest
beach walk,the way one wave,makes a difference,herons_nest
evening,the slide,cools down,herons_nest
summer night,tasting moonshine,from a mason jar,herons_nest
all the stars,I can swallow—,night swimming,herons_nest
rio grande,the fine line,between there and here,herons_nest
the woods still,'til I turn over,a stone,herons_nest
feeling blue,she hands me,a harmonica,herons_nest
old sheet music,the silverfish compose,themselves,herons_nest
fruit fly,back again,from nowhere,herons_nest
heat lightning...,the tiny displacements,of a hoverfly,herons_nest
bumping,into a lifeless mamba—,thunderclap,herons_nest
climate change,the chill,of a stainless-steel straw,herons_nest
after tai chi,practicing,doing nothing,herons_nest
drought...,I look inward,towards the sky,herons_nest
Tsundoku,my deep longing for,a rainy day,herons_nest
lost summer―,weeds knee-high,in the ball field,herons_nest
pond scum,a duck's path,mends itself,herons_nest
scenting the night,with somewhere else,train whistle,herons_nest
power outage,another Beatles song,from memory,herons_nest
we differ,on where to place the accent—,heirloom tomato,herons_nest
shorter days,the turtle's head,tucked in,herons_nest
harbor tug,the tide heads out,with fog in tow,herons_nest
empty train,to a poor town—,full moon,herons_nest
afterglow,one moonlit wave,then another,herons_nest
garden meditation,dewdrops on a blade of grass,merge into one,herons_nest
thistle fluff,floating in the air,whitethroat song,herons_nest
waning sunset,the indigo throat,of hibiscus,herons_nest
harvest field...,a scarecrow reduced,to a cross of moss,herons_nest
cocooning...,this considerable wait,forwings,herons_nest
autumn night,everything so far,a preface,herons_nest
Halloween,trying on,a different gender,herons_nest
astowhy,these two should be married,departinggeese,herons_nest
tasting her soup,the chef's lips,form a kiss,herons_nest
November,seasoning,the skillet,herons_nest
gathering dark,the sweetness of a raisin,in the brown bread,herons_nest
new apartment,searching with my remote,for the fireplace channel,herons_nest
Christmas Eve,my lover opens,her robe,herons_nest
another year,they call it,new,herons_nest
clear night sky,Orion shows,more than his belt,herons_nest
snow country,my melancholia,crushed by stars,herons_nest
sneeze:,the get-well balloon,swerves,herons_nest
the warmth,from another body,winter sun,herons_nest
toddler's kiss,a melted snowflake,on my cheek,herons_nest
Ides of March,the absentee father,calls to talk,herons_nest
church lilies—,all the synonyms,for suicide,herons_nest
petals flutter down,the longest,six feet,herons_nest
fishing trip,the lightness,of her creel,herons_nest
snake,outofitsskin,outofitself,herons_nest
long day,she asks if I can hear,bees in the wall,herons_nest
island cottage,each clock showing,a different time,herons_nest
an old argument,we drag the silence,up the mountain,herons_nest
summer heat,the slow dance,of a dust devil,herons_nest
garden statue,Diana the huntress,overtaken by weeds,herons_nest
water lily...,my first,out of body,herons_nest
10th birthday,her new old bike,skids on the gravel,herons_nest
the frayed edge,of a gravel road—,cornflowers,herons_nest
lemongrass—,the scent,of grandma's stories,herons_nest
night,clinging to,the fallen tree,herons_nest
mountain retreat,the high lonesome,of a train whistle,herons_nest
pallbearers—,a dragonfly,adds to the burden,herons_nest
white cyclamen,moonlight touches,her absence,herons_nest
a cappella crickets,I stand alone,with the stars,herons_nest
maple keys,until something inside,clicks,herons_nest
catching up,katydids chatter,on her end,herons_nest
low-flying geese,only our fingertips,touch,herons_nest
thin ice,on the birdbath,Election Day,herons_nest
the last rook,to return to roost,autumn darkness,herons_nest
a gathering of stars,mother stitches,the buttonholes,herons_nest
first frost,apple crisp cooling,on the stovetop,herons_nest
autumn's end,a goatherd gathers,shadows,herons_nest
valley Christmas,headlights winding down,the switchback road,herons_nest
upcountry,a windswept flock,of snow buntings,herons_nest
again I fail,the robot test,winter solitude,herons_nest
midwinter,the last light curls into,a swan,herons_nest
scrublands,the bison shag,collecting snow,herons_nest
peace lily...,he interrupts,my doomscroll,herons_nest
rising up,from a circle of thorns,cactus wren song,herons_nest
unlocking,the silence,raindrops,herons_nest
some of this,in some of that,fresh snow,herons_nest
pouring wine,the spill of bass notes,from a cello,herons_nest
midnight,the indigo,within,herons_nest
first coffee,we tell each other,dream leftovers,herons_nest
winter dawn,a wave folds,and whitens,herons_nest
behind the lighthouse...,wind and salt,in his kisses,herons_nest
deep winter,in the air,that replaced you,herons_nest
no place,for secrets,leafless trees,herons_nest
winter sanctuary,a silverfish unfurls,in the moonlight,herons_nest
permission,to be alone,winter rain,herons_nest
winter illness,one small window left,of the sky,herons_nest
cemetery path,he brings back,another dog's ball,herons_nest
bull kelp,the distant bark,of sea lions,herons_nest
April sunrise,on the shoulders,of blackbirds,herons_nest
freshly painted,strike zones,on the convent wall,herons_nest
herbaceous borders,new neighbors,measure the lot line,herons_nest
helping my son move out—,tree roots,buckle the sidewalk,herons_nest
daybreak,the prison guard lets out,a sigh,herons_nest
braidedriver,how we meander,into the same end,herons_nest
a Koran,a Bible,a boat,herons_nest
still temple well—,the old priest cups,the lotus dawn,herons_nest
how ghosts,must feel,Zoom funeral,herons_nest
if butterflies,could sing,her garden,herons_nest
bluebird,I become,a statue,herons_nest
runner beans,the doorframe pencil marks,inching higher,herons_nest
hollyhocks,the tall girl in the back row,blooming,herons_nest
raking the bocce court—,the long slow roll,of his R's,herons_nest
batter up,a seagull joins,the hecklers,herons_nest
afternoon nap...,a lawnmower,cuts it short,herons_nest
clothesline,the new boyfriend's jeans,hanging out,herons_nest
mayfly,things I'll think about,tomorrow,herons_nest
where the vine,drops its scuppernongs,a tizzy of towhees,herons_nest
queued up,in the sidewalk divide—,juniper berries,herons_nest
sottocenere,the peppery rind,of childhood regrets,herons_nest
spinach ravioli—,I still wonder what,I am made of,herons_nest
hoisting granite—,attheendhowlittle,myfatherweighed,herons_nest
Father's Day,he tells me about,the cardiogram,herons_nest
visiting day,the faint scent of antiseptic,from mother's paper fan,herons_nest
emerging,from the eclipse,false positive,herons_nest
band practice,drummingwords,outofmymind,herons_nest
ebb tide,a faint mewling,in the burlap sack,herons_nest
wading...,some of me floating,downstream,herons_nest
mountain town,with every step,the shape I'm in,herons_nest
Independence Day,the fireworks too distant,to hear,herons_nest
independence day,the sputtering end,of a boy's sparkler,herons_nest
wild ponies,a pinto watching,from dappled shade,herons_nest
summer shade—,he stirs,her lemonade,herons_nest
ghost town,a taste of pyrite,from the well,herons_nest
summer vacation,we search for,WiFi,herons_nest
the way they talk,about rain in the desert,cottonwoods,herons_nest
lonesome summer,stealing a song,from the mosquitoes,herons_nest
grandmother's grave,weeds visit more,often than me,herons_nest
stepping stones,a damselfly invites us,to change course,herons_nest
ebb tide,a sand eel hitches,a wave of sunlight,herons_nest
home,seashells no longer,thesea's,herons_nest
summer wind,crawls back,into its shell,herons_nest
cumulus...,rooftops billow with,the clothes on the line,herons_nest
closing lotus,mallards pulling sunset,across the pond,herons_nest
afterlight,acorns surf the roof,of our tent,herons_nest
after midnight sax,I contemplate calling her,in this coolness,herons_nest
mockingbird's medley,the summer,we sang along,herons_nest
summer heat,the skin,of a ripe tomato,herons_nest
stuck,in the dog's collar,Queen Anne's lace,herons_nest
fading summer,my daughter throws away,her dream catcher,herons_nest
all the stories,Dad used to tell,ripe huckleberries,herons_nest
one seed packet,one lifetime,of zucchini,herons_nest
ripe watermelon,he plays his full tummy,like a drum,herons_nest
late summer evening,the rear brake no longer,slows my bike,herons_nest
sunset,my shadow stretches back,toward morning,herons_nest
bases loaded,the summer moon peeks,around a cloud,herons_nest
perseid showers,the old observatory,closed for repairs,herons_nest
this river,that burned...,a loon in its harbor,herons_nest
summer's end,the counterpoint melody,of the ice cream truck,herons_nest
squirrel on the feeder,grandpa,off his rocker,herons_nest
ebbing wave...,a seagull gets,its shadow back,herons_nest
an orchid,trapped in a paperweight,child bride,herons_nest
marsh sunrise,the stilt's red legs,in smoke haze,herons_nest
removing the screen door,from the hinge,last cricket,herons_nest
dragonfly—,the transparency,of desire,herons_nest
harvest time,the scarecrow's,corn silk heart,herons_nest
shooting star,the threads,of a lost button,herons_nest
morning train,a covey of quail,flushed from a thicket,herons_nest
gourds at the market,she picks the shiny one,with a belly,herons_nest
pine needles,letting go,of my anger,herons_nest
broken branches,feeding my loneliness,to the fire,herons_nest
through a curl,of birchbark,autumn light,herons_nest
the maple,opens up,to autumn,herons_nest
first snowflakes,a little girl holds,a butterfly net,herons_nest
stubble field,stillness ripples,from a kestrel's shadow,herons_nest
first flakes,a beaver's tail,slaps the river,herons_nest
Christmas day...,a Santa Claus,pounding yam,herons_nest
cabin lights,dimmed for landing,the year ends,herons_nest
expatriate...,wild yeast growing in,the sourdough starter,herons_nest
empty sack,the tiny death,of a grain mite,herons_nest
ice rink,this fragile balance,between us,herons_nest
toboggan run—,I discover,my coccyx,herons_nest
winter moon...,a pair of ringtail possums,in the spotlight,herons_nest
snow day—,a crackle of fire,in our stories,herons_nest
moving day—,upside down ice trays,cracking in the sink,herons_nest
the visiting nurse,feels for dampness,potted amaryllis,herons_nest
the first push,of a pedal,spring breeze,herons_nest
seaside train...,I breathe in and out,the scent of home,herons_nest
call to prayer,the bell,of a tulip,herons_nest
Botanical Gardens,reading names before,seeing flowers,herons_nest
warm breeze,grandpa lifting me,to the tractor seat,herons_nest
dogwood blossoms,the catch and release,of evening light,herons_nest
moon in water,my thoughts,into words,herons_nest
cicada...,i let her,have her say,herons_nest
first to go,the pencil's,eraser,herons_nest
the direction,I was going anyway,cloud drift,herons_nest
funeral,all I recall,a jet trail,herons_nest
new guitar,the hope of growing old,together,herons_nest
basking,in our trust...,feral cat and I,herons_nest
foreclosure,the garden Buddha,belly up,herons_nest
the silence,within her silence,nesting dolls,herons_nest
dementiaâ,snowflakes on,the tip of her tongue,herons_nest
cat carrier,so much heavier,empty,herons_nest
wild cucumber vine,weathered by winter wind...,we walk on holding hands,herons_nest
salt wind,the twist,of a hawk's cry,herons_nest
sickle moon,a frozen feather,in the birdbath,herons_nest
tattered book,the aroma,of its words,herons_nest
caregiver,the silent parts,of night,herons_nest
corner lot—,between happy,and unhappy,herons_nest
window seat,I tell my secret to someone,I won't meet again,herons_nest
water,hiding in,water,herons_nest
gullies of rain,the tow truck driver asks,if I am a believer,herons_nest
stained glass brightens,the chalice,I could be,herons_nest
redbud,every word,from the heart,herons_nest
official opening,no weeds,in the peace garden,herons_nest
blossoms—,just enough scent,to say I'm sorry,herons_nest
sudden sun,a burst of stamen shadows,on a petal,herons_nest
delivery room,he's already rooting,me in the present,herons_nest
spring breeze,a bee and a flower,move as one,herons_nest
from your shadow,to mine,a butterfly,herons_nest
spring beauties,everywhere,now I know your name,herons_nest
open meadow,afternoon clouds stitched,hawk by hawk,herons_nest
space launch,I am riveted,to an easy chair,herons_nest
late spring sermon,we honk our horns,for Amen,herons_nest
scarlet peonies,two children will have,to be enough,herons_nest
nasturtium leaves,each finding a raindrop,that fits,herons_nest
a joyride,in all directions,honeysuckle,herons_nest
balanced,on morning's edge,swallowtail,herons_nest
back road,raising the bones,of a barn,herons_nest
fireflies...,I let him see,my soft side,herons_nest
a fly in the infirmary,it scrubs its hands,it scrubs its feet,herons_nest
night of no moon—,the sea holds the darkness,close,herons_nest
with white cloth,black funeral director,shines the casket,herons_nest
frangipani blossoms,two old men,hold hands,herons_nest
along the shore,the silence between us,molted crab shells,herons_nest
golden wedding...,the sweetness,of the overripe fruits,herons_nest
suggesting,other possibilities,mockingbird,herons_nest
a mouthful,of dandelion parachutes,song sparrow,herons_nest
mid-medley,the bobolink,treads the wind,herons_nest
June drizzle,the weight,of so little,herons_nest
roosters at dawn,no dream,loud enough,herons_nest
birdsong,the day starts,without her,herons_nest
always,the same answer...,ripples in the pond,herons_nest
conversation,he turns his good ear,to the creek,herons_nest
jazz festival,our hands meet,in the kettle corn,herons_nest
arroyo,all movement,down to a crawl,herons_nest
rambling roses,an old wagon wheel,with a broken spoke,herons_nest
the outline,of her body,ghost town,herons_nest
waking up late,day lilies sag,with last night's rain,herons_nest
new moon,the milking stool,missing,herons_nest
summer heat,a cow in a shrinking,pool of shade,herons_nest
purple irises...,a hint of hose,in the first sip,herons_nest
plantation tour,slave quarter walls,whitewashed,herons_nest
petrichor,re-stirring,want,herons_nest
long afternoon...,a drongo lingers on,the bull's hump,herons_nest
fire escape,a single shoe,fills with night,herons_nest
pull of the tide,I embrace,my limitations,herons_nest
Jurassic coast,we uncover a fragment,of last year's argument,herons_nest
cutting the leaf,from a rhubarb stalk—,unshared gossip,herons_nest
meadow buttercups,we pause to apply,more sunblock,herons_nest
wisteria—,as if she has all the time,in the world,herons_nest
summer kitchen—,a galvanized tub,of piled-up melons,herons_nest
summer afternoon—,everything becomes,cicada song,herons_nest
sunset—,the cow sheds more pond,with each step,herons_nest
blue irises,mother's laughter,in the sun,herons_nest
thistledown—,the breeze,brings it back,herons_nest
flipping a coin,until it comes up heads,summer afternoon,herons_nest
they drip,even in my dreams,water from oars,herons_nest
asteroid lake,I pocket,a small stone,herons_nest
train station,where's your destination,mr. cockroach?,herons_nest
one water strider,replaces another...,sinking sun,herons_nest
summer romance,the sizzle of bottle rockets,and cicadas,herons_nest
summer twilight,shapes of deer unfold,the field's edge,herons_nest
receding tide,a civilization,of barnacles,herons_nest
autumn morning,all the seeds but these,blown from the cotton grass,herons_nest
day moon...,a red-winged blackbird,circles back,herons_nest
slivers of moon,high in the cypress,a ghost orchid,herons_nest
autumn rain,my cat moves his paw,in a dream,herons_nest
tule fog,a burst of geese blackens,the dusk,herons_nest
hospice,the will,of the wind,herons_nest
funeral,as if they know—,crows,herons_nest
travel advisory,the streets slick,with moonlight,herons_nest
too ill to go outside,my daughter shakes,her snow globe,herons_nest
an owl slices,open the silence,hunter's moon,herons_nest
isolation—,sixty-four spaces,on the chessboard,herons_nest
social media,so many ways,to not reach her,herons_nest
holiday season,a hint of peppermint,in her kiss,herons_nest
pension check—,the chipped spout,of my teapot,herons_nest
sketching the dog,the scratch of my pen,behind his ears,herons_nest
washing hands again,a fly,on the bathroom mirror,herons_nest
first interview,what to wear,with Grandpa's socks,herons_nest
dad's funeral—,showing my son,how to iron a shirt,herons_nest
spring cleaning,I become,Lady Macbeth,herons_nest
line dried flannel...,the newborn's breath,against my neck,herons_nest
river walk,ripples from a flotilla,of goslings,herons_nest
petal after petal,the Potomac,returns,herons_nest
first date,the half-closed wings,of the butterfly,herons_nest
a plateful,of tangled spaghetti,this love affair...,herons_nest
fresh cut flowers,how can she,be gone?,herons_nest
strawberries,in a blue bowl...,some kind of goodbye,herons_nest
curfew...,the sound of rain meeting,the sound of silence,herons_nest
morning sun,the shamrock lifts,its little kites,herons_nest
feral rooster,golden plumes,of first light,herons_nest
deep enough,to hide the grackles,summer green,herons_nest
the sister,I didn't know I had...,rhizomes,herons_nest
two halves,of a photograph,my parents' wedding,herons_nest
army leave,how much younger he looks,when sleeping,herons_nest
a taste of the river,from my cupped hands...,first homecoming,herons_nest
upstream pool,the pull of mayflies,into the twilight,herons_nest
honeysuckle,the night begins,with perhaps,herons_nest
stargazing,the quest to understand,fatherhood,herons_nest
romantic dinner,a moth darkens,the room,herons_nest
world map,a fly choosing,my country,herons_nest
climate change...,my old globe,gathering dust,herons_nest
the distant clouds,of a landscape painting,chemo room,herons_nest
at a loss,for antonyms,the red planet,herons_nest
after my assault,the clouds,still moving,herons_nest
heat lightning,the piercing cry,of a peafowl,herons_nest
tiger trail,the hush,inside bent grass,herons_nest
jukebox,sunup to sundown,blues to the bone,herons_nest
the crackle,of vintage vinyl,midnight rain,herons_nest
morning sun,the dust,of just one day,herons_nest
barnacles,the fisherman's,toothy smile,herons_nest
carpenter bees,twenty percent off,decking material,herons_nest
summer wind...,a boy taps the top,of his sandcastle bucket,herons_nest
day moon,a semicircle of ice cream,in the pint lid,herons_nest
train window...,the shape of an apology,on her lips,herons_nest
downsizing,the burden,of heirlooms,herons_nest
hawk-moth flight,grandma's hands are,telling a story,herons_nest
mulberries...,one by one recalling,my childhood friends,herons_nest
Andromeda,just enough light,to excite my retina,herons_nest
as far,as it can go,ebb tide,herons_nest
sweater weather,the woolly bear's,wider stripe,herons_nest
the last,free concert in the park,crickets,herons_nest
autumn sky,this flawless light,we fall from,herons_nest
one-winged butterfly,still beating,at the sky,herons_nest
sliver of moon,if I had more,to give,herons_nest
a war veteran,with eyes closed,leaf viewing,herons_nest
too late,for questions,migrating geese,herons_nest
dreidel,our talk turns,to the dead,herons_nest
overnight snow—,the blackness,of an open stream,herons_nest
cold snap,new ice crazy-quilting,the pond,herons_nest
Veterans' Hospital—,winter trees stand,at attention,herons_nest
while his eye,was on the sparrow...,winter wren,herons_nest
bristlecone pine,such a long life,with so few choices,herons_nest
the faint call,of forgotten gods,twilight owl,herons_nest
leap year day,the fetus,sprouting toes,herons_nest
as if he were mine—,the baby's warmth,against my chest,herons_nest
after the last,bedtime story,her tiny hand,herons_nest
listen...,this tree,has a story,herons_nest
slow hands,gently pruning,a shape into sunset,herons_nest
returning,to my old ways...,worm moon,herons_nest
magnolia buds,she puts my hand,on her belly,herons_nest
a candidate drops out,the woodpecker's red crest,flares then flattens,herons_nest
pandemic moon,my neighbor draws in,the clothesline,herons_nest
given to the wind,a long thread,of spider's silk,herons_nest
soap bubbles,wind and toddler,taking turns,herons_nest
pizza pie—,my niece wants to plant,the leftovers,herons_nest
50th anniversary,he plants more,heirloom tomatoes,herons_nest
as fast,as I can drive,flower moon,herons_nest
capeweed daisies,my lunchtime walk stretches,back to childhood,herons_nest
ancestors,staying thru the seasons,Gettysburg cemetery,herons_nest
field of milk thistles...,the Appaloosa,sold off,herons_nest
turtles slip,from a crowded log,election year,herons_nest
after singing,the blackbird takes,a few sips of river,herons_nest
king size koi,Mum tells me I've grown,handsome with age,herons_nest
strictly,following protocol,pheromones,herons_nest
firefly nights,before,i could tell time,herons_nest
dawn silence,on the first ripe mango,a bat bite,herons_nest
morning heat,more cows,than shade,herons_nest
two shadows,the headstones of parents,he never knew,herons_nest
washing the vase,a smell from the grave,on my fingers,herons_nest
desert's stillness—,the skin of a rattlesnake,basking in the sun,herons_nest
sand blowing,through a slot canyon,soon I will be gone,herons_nest
just enough rain,to darken the scent,of the pine woods,herons_nest
backroad to church,a pine branch touching,the power line,herons_nest
morning fog,my blind faith,in the trail marker,herons_nest
nightingale song,an unfinished,chess game,herons_nest
August afternoon,thyme creeps around,the sundial,herons_nest
prairie sky,the ubiquity,of nowhere,herons_nest
summer's end,the faintest clink,of a cowbell,herons_nest
breathing in,breathing out,whales in the bay,herons_nest
crickets,the sway of empty swings,in twilight,herons_nest
empty playground,the moon at the top,of a dinosaur,herons_nest
long-ago lover,the K of this year's list,of hurricanes,herons_nest
beaver dam,how many dentists have I had,in my lifetime?,herons_nest
mid-autumn...,fresh matches,for the cribbage board,herons_nest
the kookaburra,defends its crust—,election day,herons_nest
November rain,a rally of robins,in the city square,herons_nest
soapstone polar bears,a taste,of wintergreen,herons_nest
winter solstice,the river,mouths a hymn,herons_nest
cliff edge,a wolf howl skims,the top of the pines,herons_nest
pencil thin,the winter shadow,of the river birch,herons_nest
age spot,the timer,in my hand,herons_nest
snow filling in,the wheel tracks,my overdue book,herons_nest
snowbound,baking up,a storm,herons_nest
winter restaurant,we wrap thin noodles,around our forks,herons_nest
returning again and again,to the bird feeder,the home owner,herons_nest
Valentine's Eve,he gives her,his password,herons_nest
late winter...,a nuthatch's bill,lengthened by a seed,herons_nest
spring drizzle,the trash truck's claw,grabs the bin,herons_nest
jumping puddles,all the way to the matinee,his sixth spring,herons_nest
a wren clings,to boulder moss,spring rapids,herons_nest
rain again,I read myself,to sleep,herons_nest
exhibition garden,the bee,chooses me,herons_nest
ladybug nymph,remembering my own,ugly phase,herons_nest
rain brightens,the gnome's face,Sabbath morning,herons_nest
open window,watching the cat,listen,herons_nest
wine on the balcony,all my guests,are bees,herons_nest
wood's edge,a chickaree and I,listen to the morning,herons_nest
cradling the cotyledon,my husband's,farmer's hands,herons_nest
passing shower,above the farm,a flock refolds itself,herons_nest
the clichés,I wanted to avoid...,cherry blossoms,herons_nest
beading,in a bull's eyelashes,spring drizzle,herons_nest
dark earth,the furled spikes,of skunk cabbage,herons_nest
in the diary,where I keep my passwords,baby names,herons_nest
Easter morning,trying to get meringue,to rise,herons_nest
border fence—,fig roots,still connect our lands,herons_nest
a slight bend,in the river,the shape of spring light,herons_nest
first light,a coyote path,parts the dew,herons_nest
dandelion—,I'm the breeze,that moves it,herons_nest
Buddha statue,boys discuss the depth,of the koi pond,herons_nest
urban park,minnows in and out,of a rusty can,herons_nest
vacant lot,the kids find another,galaxy,herons_nest
dawn stars,only the simple sounds,of farming,herons_nest
broomless cabin,the shenanigans,of prairie mice,herons_nest
call to prayer—,the birds on the minaret,scatter,herons_nest
posing,as a hieroglyph,the ibis,herons_nest
distant thunder,the elephants listening,with their feet,herons_nest
more alike,than different,fireflies,herons_nest
walled garden,the sycamore spreads,its wings,herons_nest
garage sale,the day-moon visits,a fish tank,herons_nest
ready meal for one,I tell Alexa,about my day,herons_nest
annual visit,wiping the grass cuttings,from his name,herons_nest
twilight,the part of her I see,the part of her I sense,herons_nest
the Bat Mitzvah,nodding to words,I don't understand,herons_nest
more perfect,than I,my shadow,herons_nest
fireflies,I'm the only one,talking,herons_nest
garden of irises,I meet the artist,face to face,herons_nest
spinning infinity—,the trick roper's lasso,wobbles slightly,herons_nest
cutting hay,riding the tractor,back to childhood,herons_nest
night swimming,the wrack line,of clothes,herons_nest
rolling thunder,what the heron swallowed,kicks,herons_nest
boneyard,the dry riverbed,cracked open,herons_nest
broken clouds—,how long the cotton field,on my commute home,herons_nest
water strider,a constant state,of prayer,herons_nest
summer breeze,setting aside the book,to smell her hair,herons_nest
romantic interlude...,an explosion rumbles,from the next theater,herons_nest
rented thunderbird,the wanton flaps,of a beagle's ears,herons_nest
shifting clouds...,a heron adjusts a fish,to swallow,herons_nest
stuck,in place,hurricane shutters,herons_nest
twilight deepens...,a white moth settles,on the fuse box,herons_nest
computer-less,the fractal beauty,of broccoli,herons_nest
dusk...,a circling bat,snuffs out the light,herons_nest
your thoughts,four light years away,Proxima Centauri,herons_nest
summer's end—,an echo travels around,the reservoir,herons_nest
schoolyard,how the saplings grew,over the summer,herons_nest
autumn lake,gang members lower,their voices,herons_nest
cave painting,ocher echoes,hunters' cries,herons_nest
infinity pool,where the mind,empties,herons_nest
autumn rain—,we open grandpa's bible,just for the smell,herons_nest
off-season cafe,shadows taking all,the other seats,herons_nest
rabbit statue,on the lawn,waits till i pass by,herons_nest
train whistle,the sound my youth,is lost in,herons_nest
all these things,we hope to do,autumn leaves,herons_nest
crows,a discussion,all about me,herons_nest
cancer ward,baggy jeans add weight,to his shadow,herons_nest
the slow push,of the tugboat,gibbous moon,herons_nest
no call from her,just the sound of rain,against the house,herons_nest
learning to be happy,with what I have—,rising soufflé,herons_nest
rolling out,the red carpet,autumn breeze,herons_nest
red maple keys,which one is for,the treasure chest,herons_nest
late night nibbles,slipping the avocado,out of its skin,herons_nest
herd of deer,my road through,their togetherness,herons_nest
cold snap,the whistle of wind,through the silos,herons_nest
